药品名称,厂家,RMSE,MAE,SMAPE,R²,Best_Params
注射用重组人脑利钠肽,成都诺迪康,349.5187172317443,215.22919866773816,29.01937543741038,0.3177825095043827,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
注射用重组改构人肿瘤坏死因子,沪唯科生物,167.90046746090763,126.9441802766588,67.75870147719222,0.4014335435231272,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
注射用阿奇霉素,海南海灵,332.2049281312661,199.55880597921518,101.58385909788821,0.049381256628259984,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
注射用阿扎胞苷,正大天晴,225.3836727517251,156.22163767563669,60.995405786762,0.0731684912895103,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
注射用阿替普酶,勃林格殷格翰,8.212799450258538,5.881914288225309,85.61930007566697,0.007930852736957594,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
注射用雷替曲塞,正大天晴,75.56581881646507,61.692671563890244,50.427914236378214,0.30887113100776875,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
泮托拉唑钠肠溶片,Aurobindo,781.0626441533294,519.5273742675781,30.895352536441784,0.0812938900884399,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
泽布替尼胶囊,百济神州苏州,18.92079908960358,13.867546081542969,42.835978698881306,-0.059289569521016716,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
泽泻,统货,5.456072054545318,4.409130370561467,35.56069626053161,0.041115273591044166,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
洁尔阴洗液,成都恩威,151.91326656808477,112.2903069390191,31.417365200222047,-0.02077488334978206,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
活血止痛膏,安科余良卿,706.0223749063845,515.6621704101562,27.85532456068063,0.4634593623189548,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
派安普利单抗注射液,正大天晴康方,8.96501935350235,7.092755817231678,68.90951960367572,0.10404794601051015,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
浮小麦,统货,8.247320297820519,6.714727433892183,82.53081005450346,0.09044923274408034,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
海曲泊帕乙醇胺片,苏恒瑞,145.7175515350881,90.31248692103794,20.51146929060537,-0.20901534764450957,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
消痛贴膏,西藏奇正,942.5025621249035,699.8232354058159,28.87117682120329,0.4233454818428811,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
清艾条,苏康美,684.4403310837645,540.4049157036675,46.93148434062572,-0.15864216096774308,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
炒僵蚕,统货,2.5683543451971533,2.028004840362904,63.69670512947534,0.2011510980763861,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
炒厚朴,统货,5.229632116330008,4.059434205986733,62.280273182192836,0.38027405964109573,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
炒女贞子,统货,3.3147332768406215,2.7263028122657955,40.92666748959626,-0.15825583990897063,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
炒枳壳,统货,13.240097314467578,9.732622922852983,36.43357442089569,0.511865601411768,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
炒栀子,统货,3.063438799780076,2.4694462376971575,59.93522694138299,0.3263885360746783,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
炒白芍,统货,28.873861618203534,17.948741596798563,55.79762357162738,0.4563621963382344,"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
炒稻芽,统货,5.7395733083443625,4.46384137175804,50.27668469527664,0.0715910322265978,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
炒薏苡仁,统货,20.730235458857074,14.996331192726313,64.61541829001622,0.5322581850294548,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
炒鸡内金,统货,6.546847863394239,4.981626155764558,59.90117907409065,0.5236497557615641,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
炒麦芽,统货,7.631230854159059,5.800002348700235,30.41028659256424,0.3627192588655206,"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
热淋清颗粒,贵州威门,1518.2361306483492,1170.2314012315537,24.82719703921159,0.20107953492844421,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
焦山楂,统货,4.251160892741698,3.1621577562980874,59.4001470834425,0.504628051431743,"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 7, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
煅牡蛎,统货,7.917050403971,6.41238068702609,70.3983364682543,0.2986787364383904,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
熊去氧胆酸片,武汉普元,784.1944662450445,532.1023665534126,27.987569025560017,0.7514642502542525,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
熊去氧胆酸胶囊,优思弗,607.2452927485306,478.3402150472005,33.47448137217128,0.34216959434343186,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
熟地黄,统货,12.618449688008418,9.643914446581242,71.28940363246929,0.4481459209846317,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
爱普列特片,苏联环药业,500.3486242648313,375.8354877895779,39.22528968956412,0.5248045331165838,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
牛痘疫苗接种家兔炎症皮肤提取物注射液,日本脏器,500.59578035651435,388.51580301920575,39.91524663143322,-0.07335271454618009,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
牛碱性成纤维细胞生长因子凝胶,珠海亿胜,536.448392625228,434.78269781068315,17.669990587212663,-0.015282192511714365,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
牛膝,统货,4.220436002794012,3.1300348597903582,69.21573400817664,0.22459537554141007,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
牡丹皮,统货,5.01158914639614,4.060151906900628,72.89697937618024,0.23296228110237893,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 1.0, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
独一味胶囊,康县独一味,903.0585912487046,703.905504014757,24.67377628564023,0.4432395345073582,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
猪源纤维蛋白粘合剂,广州倍绣,43.35814755145727,36.11588376363118,31.502350693907655,-0.19268015168796415,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
玄参,统货,2.548408243284912,2.0013302093328433,34.97289004829868,0.36572379684427603,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
玉屏风颗粒,广东环球,904.2741183264108,728.1175070868599,33.980118533500836,0.4635372112558631,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
环硅酸锆钠散,阿斯利康,81.05588705724155,61.23817116873605,31.28314592155131,0.13805611582963884,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
玻璃酸钠滴眼液,成都普什,507.76349212349436,393.00008964538574,26.95022663583888,0.06994826859816605,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
琥珀酰明胶注射液,吉长源,226.87820423255533,171.44137361314563,34.55753048356563,0.4699480483724392,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
琥珀酸索利那新片,浙江海正,62.108997693355434,45.44844028827819,59.02460293155213,0.3481025736169434,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
瑞巴派特片,浙江大冢,635.5429071564789,464.26705996195477,,0.6389086172339211,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
瑞格列奈片,丹诺和诺德,156.60423517468857,120.80852233039008,85.39504221793092,0.3148353638531439,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
瑞舒伐他汀钙片,正大天晴,3934.3321369609102,3214.840974768814,36.5381155755785,0.14422004483883233,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 1.0, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
瑞舒伐他汀钙片,阿斯利康,2074.144468002068,1288.2573085361057,56.092683069684036,0.7217047848754471,"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
甘油果糖氯化钠注射液,宁正大天晴,239.71630511803195,190.00369358062744,41.61494454339366,0.35635116190944705,"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
甘草,广东一方,3785.0526426152287,2718.9677393713664,36.37814340707507,0.2150064002265275,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
甘露醇注射液,丰原涂山,1263.5209019273314,899.832043063256,32.402628229701094,-0.07689543506241425,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
甜梦口服液,荣昌制药,1020.2116807937324,754.0923270609842,26.898262634394555,0.16814239527340535,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
生乌药,统货,2.563595969124506,1.9130009426627048,72.92688891330833,0.18335531467787614,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
生地黄,统货,9.16107023402348,6.896164573625077,58.88615656455691,0.46761294236781226,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
生牡蛎*$,苏,16.58156290042471,10.379627870265828,70.28758582589491,0.5342157629313076,"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
生理氯化钠溶液,"外用,中国大冢",5082.6181148660135,3681.796875,26.534238196893316,0.23567838050977796,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
生甘草,统货,9.326586358216629,7.762832980738129,65.72285344479742,0.35874154675982706,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
生黄芪,统货,25.39462623452521,18.91641034858171,57.46898782927353,0.518329013831695,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
甲巯咪唑片,默克制药,259.7934950979308,170.75680541992188,27.329865099457944,0.25599417940639746,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
甲硝唑氯化钠注射液,石家庄四药,924.9253028482584,614.463251175419,,0.5500374875146229,"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
甲硝维参阴道栓,吉林晶珠,325.7366107760309,249.82207573784723,31.51838921195129,0.32164119609648467,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
甲磺酸仑伐替尼胶囊,卫材药业,21.163053351679917,15.790757605007716,78.29036505209169,-0.45386075331037956,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
甲磺酸伊马替尼片[格列卫],瑞士诺华,40.51724319567842,18.677235020531548,19.16211491071954,0.5006584196524193,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
甲磺酸伏美替尼片,苏艾力斯,159.57449533008386,84.63716634114583,25.126769452337292,-0.05487825535410762,"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
甲磺酸奥希替尼片,阿斯利康,46.22058309149555,34.2545343332442,33.88944437616621,0.7141033660066444,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
甲磺酸阿美替尼片,苏豪森,66.03264664401011,47.46666753859747,16.022630212760543,0.20304735865852774,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
甲苯磺酸索拉非尼片,重庆药友,38.021415441339016,30.89325213432312,36.58588529853495,-0.09984085873978499,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
甲苯磺酸艾多沙班片,德国三共,251.93269940407177,183.4728538876488,33.85532014296719,0.0446274074920433,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
瘪桃干,统货,1.9756803149964126,1.5837600868801738,70.30356085958377,0.2702502330271045,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 1.0, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
白花蛇舌草,广东一方,712.7939741501292,548.8882501291674,69.11778260044187,0.2811408855381544,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
白花蛇舌草,统货,7.928017920763583,6.773379170617392,30.769459662571364,0.47114419743821223,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
百令胶囊,杭中美华东,1427.4996671804643,1018.9368405490451,20.40496911121531,0.5893523175424817,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
百合,统货,3.090239998311302,2.3219774559486743,82.51104591776706,0.10095827780018041,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
皂角刺,广东一方,756.3171866611689,567.2030423186546,,0.48747001063264483,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
益母草胶囊,沈阳永大,161.42531768970707,127.43514156341553,78.45681854041685,-0.035107568895265784,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
益胆片,合肥华润神鹿,197.41456114716811,159.77474678887262,32.5949283014371,0.08801006715153659,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
益血生胶囊,吉林金复康,400.7025033948119,302.2941737704807,33.61184907276969,0.4951566042347363,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
盐炒杜仲,统货,10.206627350266656,8.239310260151708,63.53960315608991,0.19656037528795778,"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
盐酸利多卡因注射液,沪朝晖,266.4588627331943,203.63592406378854,,0.47138397630140805,"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
盐酸利托君注射液,广东众生,689.7605773302079,557.6891623602974,67.40618678495154,0.07853698727362657,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
盐酸厄洛替尼片,沪罗氏,47.03141043933306,37.7767321533627,72.25970648116208,0.41231985966828655,"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
盐酸地尔硫卓片,津田边,216.25622437818447,135.22576508257123,41.41764593277384,0.4253205570266724,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
盐酸地尔硫卓缓释片,沪信谊万象,321.5572126665754,252.47104220920139,46.09742041349685,0.259252485038296,"{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 1.0, 'random_state': 42, 'objective': 'reg:squarederror'}"
盐酸坦索罗辛缓释胶囊,安斯泰来,466.50069571705393,334.5793753729926,41.30588472980675,0.48689853106749403,"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
盐酸坦索罗辛缓释胶囊,苏恒瑞,598.5838612868506,477.4472788217905,17.574680456631928,0.3502021091943137,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 3, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42, 'objective': 'reg:squarederror'}"
