start_date,减少数量,增加数量,期初金额(进价),期初金额占比,药品名称,厂家,previous_增加数量
2021-07-31,1788.0,1680.0,53222.4,1.0,丁苯酞软胶囊,石药恩必普,1440.0
2021-08-31,1530.0,1800.0,48384.0,1.0,丁苯酞软胶囊,石药恩必普,1680.0
2021-09-30,1500.0,960.0,33868.8,1.0,丁苯酞软胶囊,石药恩必普,1800.0
2021-10-31,1140.0,1560.0,14515.2,1.0,丁苯酞软胶囊,石药恩必普,960.0
2021-11-30,1890.0,1920.0,31449.6,1.0,丁苯酞软胶囊,石药恩必普,1560.0
2021-12-31,1770.0,1920.0,48384.0,1.0,丁苯酞软胶囊,石药恩必普,1920.0
2022-01-31,2040.0,1920.0,53222.4,1.0,丁苯酞软胶囊,石药恩必普,1920.0
2022-02-28,1800.0,1800.0,58060.8,1.0,丁苯酞软胶囊,石药恩必普,1920.0
2022-03-31,1620.0,2520.0,91929.6,1.0,丁苯酞软胶囊,石药恩必普,1800.0
2022-04-30,1620.0,1080.0,53222.4,1.0,丁苯酞软胶囊,石药恩必普,2520.0
2022-05-31,1740.0,1800.0,106444.8,1.0,丁苯酞软胶囊,石药恩必普,1080.0
2022-06-30,1980.0,2040.0,125798.4,1.0,丁苯酞软胶囊,石药恩必普,1800.0
2022-07-31,1620.0,1080.0,87091.2,1.0,丁苯酞软胶囊,石药恩必普,2040.0
2022-08-31,2280.0,2760.0,125798.4,1.0,丁苯酞软胶囊,石药恩必普,1080.0
2022-09-30,2040.0,2160.0,106444.8,1.0,丁苯酞软胶囊,石药恩必普,2760.0
2022-10-31,1680.0,1440.0,106444.8,1.0,丁苯酞软胶囊,石药恩必普,2160.0
2022-11-30,1860.0,1800.0,106444.8,1.0,丁苯酞软胶囊,石药恩必普,1440.0
2022-12-31,1620.0,1920.0,116121.6,1.0,丁苯酞软胶囊,石药恩必普,1800.0
2023-01-31,1920.0,2400.0,58060.8,1.0,丁苯酞软胶囊,石药恩必普,1920.0
2023-02-28,2400.0,1440.0,116121.6,1.0,丁苯酞软胶囊,石药恩必普,2400.0
2023-03-31,2280.0,2880.0,87091.2,1.0,丁苯酞软胶囊,石药恩必普,1440.0
2023-04-30,2550.0,2520.0,106444.8,1.0,丁苯酞软胶囊,石药恩必普,2880.0
2023-05-31,2550.0,2640.0,154828.8,1.0,丁苯酞软胶囊,石药恩必普,2520.0
2023-06-30,2220.0,1800.0,87091.2,1.0,丁苯酞软胶囊,石药恩必普,2640.0
2023-07-31,2640.0,2400.0,58060.8,1.0,丁苯酞软胶囊,石药恩必普,1800.0
2023-08-31,1800.0,1680.0,29030.4,1.0,丁苯酞软胶囊,石药恩必普,2400.0
2023-09-30,1440.0,1680.0,77414.4,1.0,丁苯酞软胶囊,石药恩必普,1680.0
2023-10-31,2280.0,2040.0,48384.0,1.0,丁苯酞软胶囊,石药恩必普,1680.0
2023-11-30,1920.0,1920.0,29030.4,1.0,丁苯酞软胶囊,石药恩必普,2040.0
2023-12-31,1560.0,1800.0,58060.8,1.0,丁苯酞软胶囊,石药恩必普,1920.0
2024-01-31,2280.0,1680.0,87091.2,1.0,丁苯酞软胶囊,石药恩必普,1800.0
2024-02-29,1080.0,1320.0,77414.4,1.0,丁苯酞软胶囊,石药恩必普,1680.0
2024-03-31,1800.0,2160.0,48384.0,1.0,丁苯酞软胶囊,石药恩必普,1320.0
2024-04-30,3000.0,3240.0,87091.2,1.0,丁苯酞软胶囊,石药恩必普,2160.0
2024-05-31,1200.0,600.0,29030.4,1.0,丁苯酞软胶囊,石药恩必普,3240.0
2024-06-30,2400.0,2760.0,67737.6,1.0,丁苯酞软胶囊,石药恩必普,600.0
2024-07-31,2640.0,3000.0,87091.2,1.0,丁苯酞软胶囊,石药恩必普,2760.0
2024-08-31,1920.0,2040.0,87091.2,1.0,丁苯酞软胶囊,石药恩必普,3000.0
2018-01-31,1998.0,1200.0,37512.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,
2018-02-28,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,1200.0
2018-03-31,3600.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2018-04-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2018-05-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2018-06-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2018-07-31,2400.0,2400.0,37512.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2018-08-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2018-09-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2018-10-31,2400.0,2400.0,37512.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2018-11-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2018-12-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-01-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-02-28,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-03-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-04-30,2400.0,2400.0,37512.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-05-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-06-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-07-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-08-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-09-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-10-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-11-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2019-12-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-01-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-02-29,0.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-03-31,4800.0,2400.0,37512.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-04-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-05-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-06-30,2401.0,2400.0,37512.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-07-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-08-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-09-30,2400.0,2400.0,37512.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-10-31,2448.0,2448.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2020-11-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2448.0
2020-12-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2021-01-31,2400.0,2400.0,37512.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2021-02-28,2400.0,5935.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2021-03-31,9470.0,5935.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,5935.0
2021-04-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,5935.0
2021-05-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2021-06-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2021-07-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2021-08-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2021-09-30,4800.0,4800.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2021-10-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,4800.0
2021-11-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2021-12-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2022-01-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2022-02-28,0.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2022-03-31,0.0,0.0,28560.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2022-04-30,2400.0,0.0,14280.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,0.0
2022-05-31,2400.0,3600.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,0.0
2022-06-30,1200.0,2400.0,28560.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,3600.0
2022-07-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2022-08-31,3600.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2022-09-30,1200.0,2400.0,28560.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2022-10-31,2400.0,2400.0,28560.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2022-11-30,2400.0,0.0,14280.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2022-12-31,1200.0,1200.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,0.0
2023-01-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,1200.0
2023-02-28,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2023-03-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2023-04-30,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2023-05-31,2400.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2023-06-30,600.0,600.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2023-07-31,5400.0,6000.0,35700.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,600.0
2023-08-31,2400.0,2400.0,7140.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,6000.0
2023-09-30,1200.0,1800.0,28560.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2023-10-31,1200.0,2400.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,1800.0
2023-11-30,2400.0,0.0,11923.8,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2023-12-31,2402.0,2402.0,14280.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,0.0
2024-01-31,2598.0,4800.0,42840.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2402.0
2024-02-29,1398.0,2400.0,40483.8,1.0,丹参酮2A磺酸钠注射液,沪第一生化,4800.0
2024-03-31,1398.0,0.0,23847.6,1.0,丹参酮2A磺酸钠注射液,沪第一生化,2400.0
2024-04-30,3006.0,1200.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,0.0
2024-05-31,1200.0,1200.0,0.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,1200.0
2024-06-30,2850.0,3870.0,14280.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,1200.0
2024-07-31,1620.0,4800.0,57120.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,3870.0
2024-08-31,1140.0,0.0,43554.0,1.0,丹参酮2A磺酸钠注射液,沪第一生化,4800.0
2020-06-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,
2020-07-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2020-08-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2020-09-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2020-10-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2020-11-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2020-12-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-01-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-02-28,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-03-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-04-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-05-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-06-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-07-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-08-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-09-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-10-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-11-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2021-12-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-01-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-02-28,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-03-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-04-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-05-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-06-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-07-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-08-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-09-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-10-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-11-30,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2022-12-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2023-01-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2023-02-28,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
2023-03-31,0.0,0.0,0.0,1.0,乌司奴单抗注射液,Cilag AG,0.0
