药品名称,厂家,start_date,end_date,减少数量,增加数量,期初金额(进价),期初金额占比,previous_增加数量
丁苯酞氯化钠注射液,石药恩必普,2019-04-08,2019-04-14,0.0,34.0,0.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-04-15,2019-04-21,88.0,88.0,10613.78,1.0,34.0
丁苯酞氯化钠注射液,石药恩必普,2019-04-22,2019-04-28,0.0,0.0,10613.78,1.0,88.0
丁苯酞氯化钠注射液,石药恩必普,2019-04-29,2019-05-05,0.0,0.0,10613.78,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-05-06,2019-05-12,34.0,10.0,10613.78,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-05-13,2019-05-19,38.0,42.0,3121.7,1.0,10.0
丁苯酞氯化钠注射液,石药恩必普,2019-05-20,2019-05-26,10.0,22.0,4370.38,1.0,42.0
丁苯酞氯化钠注射液,石药恩必普,2019-05-27,2019-06-02,12.0,10.0,8116.42,1.0,22.0
丁苯酞氯化钠注射液,石药恩必普,2019-06-03,2019-06-09,0.0,0.0,7492.08,1.0,10.0
丁苯酞氯化钠注射液,石药恩必普,2019-06-10,2019-06-16,0.0,0.0,7492.08,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-06-17,2019-06-23,0.0,0.0,7492.08,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-06-24,2019-06-30,10.0,0.0,7492.08,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-07-01,2019-07-07,14.0,14.0,4370.38,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-07-08,2019-07-14,14.0,14.0,4370.38,1.0,14.0
丁苯酞氯化钠注射液,石药恩必普,2019-07-15,2019-07-21,34.0,20.0,4370.38,1.0,14.0
丁苯酞氯化钠注射液,石药恩必普,2019-07-22,2019-07-28,18.0,18.0,0.0,1.0,20.0
丁苯酞氯化钠注射液,石药恩必普,2019-07-29,2019-08-04,26.0,54.0,0.0,1.0,18.0
丁苯酞氯化钠注射液,石药恩必普,2019-08-05,2019-08-11,0.0,0.0,8740.76,1.0,54.0
丁苯酞氯化钠注射液,石药恩必普,2019-08-12,2019-08-18,10.0,10.0,8740.76,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-08-19,2019-08-25,38.0,34.0,8740.76,1.0,10.0
丁苯酞氯化钠注射液,石药恩必普,2019-08-26,2019-09-01,0.0,10.0,7492.08,1.0,34.0
丁苯酞氯化钠注射液,石药恩必普,2019-09-02,2019-09-08,34.0,20.0,10613.78,1.0,10.0
丁苯酞氯化钠注射液,石药恩必普,2019-09-09,2019-09-15,20.0,10.0,6243.4,1.0,20.0
丁苯酞氯化钠注射液,石药恩必普,2019-09-16,2019-09-22,0.0,28.0,3121.7,1.0,10.0
丁苯酞氯化钠注射液,石药恩必普,2019-09-23,2019-09-29,6.0,0.0,11862.46,1.0,28.0
丁苯酞氯化钠注射液,石药恩必普,2019-09-30,2019-10-06,0.0,0.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-10-07,2019-10-13,0.0,0.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-10-14,2019-10-20,24.0,24.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-10-21,2019-10-27,0.0,0.0,9989.44,1.0,24.0
丁苯酞氯化钠注射液,石药恩必普,2019-10-28,2019-11-03,0.0,0.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-11-04,2019-11-10,0.0,0.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-11-11,2019-11-17,0.0,0.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-11-18,2019-11-24,0.0,0.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-11-25,2019-12-01,0.0,0.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-12-02,2019-12-08,0.0,0.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-12-09,2019-12-15,0.0,0.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-12-16,2019-12-22,10.0,0.0,9989.44,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-12-23,2019-12-29,14.0,0.0,6867.74,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-12-30,2020-01-05,0.0,0.0,2497.36,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2019-12-31,2020-01-06,24.0,52.0,0.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-01-06,2020-01-12,22.0,26.0,2497.36,1.0,52.0
丁苯酞氯化钠注射液,石药恩必普,2020-01-13,2020-01-19,12.0,24.0,3746.04,1.0,26.0
丁苯酞氯化钠注射液,石药恩必普,2020-01-20,2020-01-26,0.0,0.0,7492.08,1.0,24.0
丁苯酞氯化钠注射液,石药恩必普,2020-01-27,2020-02-02,0.0,0.0,7492.08,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-02-03,2020-02-09,0.0,0.0,7492.08,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-02-10,2020-02-16,0.0,0.0,7492.08,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-02-17,2020-02-23,0.0,0.0,7492.08,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-02-24,2020-03-01,0.0,0.0,7492.08,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-03-16,2020-03-22,0.0,0.0,8116.42,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-03-23,2020-03-29,0.0,0.0,8116.42,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-03-30,2020-04-05,0.0,0.0,8116.42,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-04-06,2020-04-12,0.0,0.0,8116.42,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-04-13,2020-04-19,34.0,24.0,8116.42,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-04-20,2020-04-26,0.0,0.0,4994.72,1.0,24.0
丁苯酞氯化钠注射液,石药恩必普,2020-04-27,2020-05-03,10.0,0.0,4994.72,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-05-04,2020-05-10,18.0,28.0,1873.02,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-05-11,2020-05-17,0.0,0.0,4994.72,1.0,28.0
丁苯酞氯化钠注射液,石药恩必普,2020-05-18,2020-05-24,14.0,14.0,4994.72,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-05-25,2020-05-31,0.0,0.0,4994.72,1.0,14.0
丁苯酞氯化钠注射液,石药恩必普,2020-06-01,2020-06-07,1.0,16.0,312.17,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-06-08,2020-06-14,0.0,0.0,4994.72,1.0,16.0
丁苯酞氯化钠注射液,石药恩必普,2020-06-15,2020-06-21,0.0,0.0,4994.72,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-06-22,2020-06-28,14.0,0.0,4994.72,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-06-29,2020-07-05,2.0,10.0,624.34,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-07-06,2020-07-12,0.0,0.0,3121.7,1.0,10.0
丁苯酞氯化钠注射液,石药恩必普,2020-07-13,2020-07-19,0.0,0.0,3121.7,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-07-20,2020-07-26,52.0,48.0,3121.7,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-07-27,2020-08-02,0.0,0.0,1873.02,1.0,48.0
丁苯酞氯化钠注射液,石药恩必普,2020-08-03,2020-08-09,0.0,0.0,1873.02,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-08-10,2020-08-16,0.0,0.0,1873.02,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-08-17,2020-08-23,28.0,28.0,1873.02,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-08-24,2020-08-30,6.0,6.0,1873.02,1.0,28.0
丁苯酞氯化钠注射液,石药恩必普,2020-08-31,2020-09-06,0.0,0.0,1873.02,1.0,6.0
丁苯酞氯化钠注射液,石药恩必普,2020-09-07,2020-09-13,0.0,0.0,1873.02,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-09-14,2020-09-20,16.0,50.0,1873.02,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-09-21,2020-09-27,0.0,0.0,12486.8,1.0,50.0
丁苯酞氯化钠注射液,石药恩必普,2020-09-28,2020-10-04,0.0,50.0,12486.8,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-10-05,2020-10-11,40.0,0.0,28095.3,1.0,50.0
丁苯酞氯化钠注射液,石药恩必普,2020-10-12,2020-10-18,10.0,0.0,15608.5,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-10-19,2020-10-25,0.0,0.0,12486.8,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-10-26,2020-11-01,34.0,0.0,12486.8,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-11-02,2020-11-08,20.0,30.0,1873.02,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-11-09,2020-11-15,0.0,0.0,4994.72,1.0,30.0
丁苯酞氯化钠注射液,石药恩必普,2020-11-16,2020-11-22,14.0,20.0,4994.72,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-11-23,2020-11-29,0.0,0.0,6867.74,1.0,20.0
丁苯酞氯化钠注射液,石药恩必普,2020-11-30,2020-12-06,0.0,0.0,6867.74,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-12-07,2020-12-13,20.0,20.0,6867.74,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-12-14,2020-12-20,14.0,0.0,6867.74,1.0,20.0
丁苯酞氯化钠注射液,石药恩必普,2020-12-21,2020-12-27,28.0,28.0,2497.36,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2020-12-28,2021-01-03,0.0,14.0,2497.36,1.0,28.0
丁苯酞氯化钠注射液,石药恩必普,2021-01-04,2021-01-10,0.0,0.0,6867.74,1.0,14.0
丁苯酞氯化钠注射液,石药恩必普,2021-01-11,2021-01-17,0.0,0.0,6867.74,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-01-18,2021-01-24,0.0,0.0,6867.74,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-01-25,2021-01-31,0.0,0.0,6867.74,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-02-01,2021-02-07,0.0,100.0,6867.74,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-02-08,2021-02-14,0.0,0.0,38084.74,1.0,100.0
丁苯酞氯化钠注射液,石药恩必普,2021-02-15,2021-02-21,0.0,0.0,38084.74,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-02-22,2021-02-28,0.0,0.0,38084.74,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-03-01,2021-03-07,143.0,122.0,38084.74,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-03-08,2021-03-14,0.0,0.0,14039.0,1.0,122.0
丁苯酞氯化钠注射液,石药恩必普,2021-03-15,2021-03-21,14.0,0.0,14039.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-03-22,2021-03-28,14.0,0.0,12093.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-03-29,2021-04-04,0.0,0.0,10147.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-04-05,2021-04-11,28.0,0.0,10147.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-04-12,2021-04-18,0.0,0.0,6255.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-04-19,2021-04-25,0.0,0.0,6255.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-04-26,2021-05-02,0.0,0.0,6255.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-05-03,2021-05-09,0.0,0.0,6255.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-05-10,2021-05-16,20.0,0.0,6255.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-05-17,2021-05-23,25.0,0.0,3475.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-05-24,2021-05-30,160.0,180.0,0.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-05-31,2021-06-06,220.0,440.0,2780.0,1.0,180.0
丁苯酞氯化钠注射液,石药恩必普,2021-06-07,2021-06-13,10.0,0.0,33360.0,1.0,440.0
丁苯酞氯化钠注射液,石药恩必普,2021-06-14,2021-06-20,100.0,0.0,31970.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-06-21,2021-06-27,330.0,200.0,18070.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-06-28,2021-07-04,240.0,240.0,0.0,1.0,200.0
丁苯酞氯化钠注射液,石药恩必普,2021-07-05,2021-07-11,10.0,320.0,0.0,1.0,240.0
丁苯酞氯化钠注射液,石药恩必普,2021-07-12,2021-07-18,60.0,0.0,43090.0,1.0,320.0
丁苯酞氯化钠注射液,石药恩必普,2021-07-19,2021-07-25,270.0,380.0,34750.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-07-26,2021-08-01,170.0,0.0,50040.0,1.0,380.0
丁苯酞氯化钠注射液,石药恩必普,2021-08-02,2021-08-08,160.0,160.0,26410.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-08-09,2021-08-15,70.0,0.0,26410.0,1.0,160.0
丁苯酞氯化钠注射液,石药恩必普,2021-08-16,2021-08-22,0.0,80.0,16680.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-08-23,2021-08-29,170.0,0.0,27800.0,1.0,80.0
丁苯酞氯化钠注射液,石药恩必普,2021-08-30,2021-09-05,270.0,360.0,4170.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-09-06,2021-09-12,270.0,360.0,4170.0,1.0,360.0
丁苯酞氯化钠注射液,石药恩必普,2021-09-13,2021-09-19,140.0,240.0,25020.0,1.0,360.0
丁苯酞氯化钠注射液,石药恩必普,2021-09-20,2021-09-26,90.0,0.0,38920.0,1.0,240.0
丁苯酞氯化钠注射液,石药恩必普,2021-09-27,2021-10-03,350.0,400.0,26410.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-10-04,2021-10-10,40.0,0.0,33360.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2021-10-11,2021-10-17,120.0,120.0,27800.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-10-18,2021-10-24,80.0,120.0,27800.0,1.0,120.0
丁苯酞氯化钠注射液,石药恩必普,2021-10-25,2021-10-31,90.0,0.0,33360.0,1.0,120.0
丁苯酞氯化钠注射液,石药恩必普,2021-11-01,2021-11-07,240.0,320.0,20850.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2021-11-08,2021-11-14,180.0,120.0,31970.0,1.0,320.0
丁苯酞氯化钠注射液,石药恩必普,2021-11-15,2021-11-21,210.0,200.0,23630.0,1.0,120.0
丁苯酞氯化钠注射液,石药恩必普,2021-11-22,2021-11-28,200.0,160.0,22240.0,1.0,200.0
丁苯酞氯化钠注射液,石药恩必普,2021-11-29,2021-12-05,320.0,400.0,16680.0,1.0,160.0
丁苯酞氯化钠注射液,石药恩必普,2021-12-06,2021-12-12,240.0,200.0,27800.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2021-12-13,2021-12-19,160.0,400.0,22240.0,1.0,200.0
丁苯酞氯化钠注射液,石药恩必普,2021-12-17,2022-01-01,480.0,600.0,38920.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2021-12-20,2021-12-26,320.0,200.0,55600.0,1.0,600.0
丁苯酞氯化钠注射液,石药恩必普,2022-01-03,2022-01-09,170.0,600.0,55600.0,1.0,200.0
丁苯酞氯化钠注射液,石药恩必普,2022-01-10,2022-01-16,270.0,0.0,115370.0,1.0,600.0
丁苯酞氯化钠注射液,石药恩必普,2022-01-17,2022-01-23,260.0,400.0,77840.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2022-01-24,2022-01-30,380.0,500.0,97300.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-01-30,2022-02-06,250.0,0.0,113980.0,1.0,500.0
丁苯酞氯化钠注射液,石药恩必普,2022-02-07,2022-02-13,290.0,400.0,79230.0,1.0,0.0
丁苯酞氯化钠注射液,石药恩必普,2022-02-14,2022-02-20,340.0,240.0,94520.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-02-21,2022-02-27,440.0,200.0,80620.0,1.0,240.0
丁苯酞氯化钠注射液,石药恩必普,2022-02-28,2022-03-06,300.0,400.0,47260.0,1.0,200.0
丁苯酞氯化钠注射液,石药恩必普,2022-03-07,2022-03-13,210.0,400.0,61160.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-03-14,2022-03-20,320.0,200.0,87570.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-03-21,2022-03-27,220.0,200.0,70890.0,1.0,200.0
丁苯酞氯化钠注射液,石药恩必普,2022-03-28,2022-04-03,500.0,400.0,68110.0,1.0,200.0
丁苯酞氯化钠注射液,石药恩必普,2022-04-04,2022-04-10,160.0,120.0,54210.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-04-11,2022-04-17,270.0,400.0,48650.0,1.0,120.0
丁苯酞氯化钠注射液,石药恩必普,2022-04-18,2022-04-24,360.0,400.0,66720.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-04-25,2022-05-01,600.0,400.0,72280.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-05-02,2022-05-08,80.0,160.0,44480.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-05-09,2022-05-15,280.0,400.0,55600.0,1.0,160.0
丁苯酞氯化钠注射液,石药恩必普,2022-05-16,2022-05-22,390.0,400.0,72280.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-05-23,2022-05-29,460.0,520.0,73670.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-05-30,2022-06-05,560.0,400.0,82010.0,1.0,520.0
丁苯酞氯化钠注射液,石药恩必普,2022-06-06,2022-06-12,470.0,400.0,59770.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-06-13,2022-06-19,480.0,600.0,50040.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-06-20,2022-06-26,400.0,400.0,66720.0,1.0,600.0
丁苯酞氯化钠注射液,石药恩必普,2022-06-27,2022-07-03,480.0,600.0,66720.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-07-04,2022-07-10,520.0,600.0,83400.0,1.0,600.0
丁苯酞氯化钠注射液,石药恩必普,2022-07-11,2022-07-17,360.0,200.0,94520.0,1.0,600.0
丁苯酞氯化钠注射液,石药恩必普,2022-07-18,2022-07-24,360.0,400.0,72280.0,1.0,200.0
丁苯酞氯化钠注射液,石药恩必普,2022-07-25,2022-07-31,400.0,400.0,77840.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-08-01,2022-08-07,480.0,400.0,77840.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-08-08,2022-08-14,400.0,400.0,66720.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-08-15,2022-08-21,480.0,400.0,66720.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-08-22,2022-08-28,400.0,400.0,55600.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-08-29,2022-09-04,400.0,400.0,55600.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-09-05,2022-09-11,400.0,600.0,55600.0,1.0,400.0
丁苯酞氯化钠注射液,石药恩必普,2022-09-12,2022-09-18,160.0,0.0,83400.0,1.0,600.0
